"D1","!clusters!1!12","!clusters!2!12","D2","!clusters!1!23","!clusters!2!23","D3","!clusters!1!34","!clusters!2!34","D4"
0.158825457150978,0.15,,0.380494630208244,0.15,,0.626548337693092,0.15,,0.431082812775569
0.40106708078525,0.15,,0.564776956226133,0.15,,0.592880275836615,0.15,,0.448365679778431
0.273468870977129,0.15,,0.645185479456725,0.15,,0.642473470731796,0.15,,0.474520985470328
0.276335240396726,1,,0.650811640694492,1,,0.570956370320954,,1,0.124013411387808
0.80460592846926,0.15,,0.922816603877327,0.15,,0.692415496232159,0.15,,0.513481339508026
0.284321475236895,0.15,,0.872763849559043,0.15,,0.639178033276532,,0.15,0.0401160765016977
0.626217413555871,0.15,,0.921834373776268,0.15,,0.665474347595933,0.15,,0.509592895139378
0.230302808295657,0.15,,0.702617113676088,0.15,,0.745859066516586,0.15,,0.434258316996292
0.266669665901585,0.15,,0.400777201750376,0.15,,0.806253676314164,0.15,,0.727884649555255
0.458987599517519,0.15,,0.883038055156431,0.15,,0.607905880064796,,0.15,0.039129071739112
0.228936769645982,0.15,,0.411794658023375,0.15,,0.689210104807025,0.15,,0.537695919334419
0.630028336432548,0.15,,0.834013901847253,0.15,,0.624972888402316,0.15,,0.38607083291932
0.223340351480381,0.15,,0.623897168186921,0.15,,0.559326688042507,0.15,,0.345122928555677
0.19238271709845,0.15,,0.53761638084013,0.15,,0.510914509890842,,0.15,0.163346000068631
0.235682654307768,0.15,,0.886724577250766,0.15,,0.670518456530061,0.15,,0.473800649799041
0.14000128100997,0.15,,0.680838160914791,0.15,,0.628635341229054,0.15,,0.440488240813701
0.147768406148197,0.15,,0.556259837823429,0.15,,0.65214863330493,0.15,,0.430363752787012
0.426238780824493,0.15,,0.636122155042075,0.15,,0.619145902208895,0.15,,0.341219506709947
0.103885247905126,0.15,,0.776099550947511,0.15,,0.59553996723483,0.15,,0.400400481387075
0.0872731014558704,0.15,,0.545863829721096,0.15,,0.632080013816374,0.15,,0.417910673592917
0.309030651723064,0.15,,0.873670999367332,0.15,,0.634818794499662,0.15,,0.354632659800559
0.351499650050063,0.15,,0.473701794967991,0.15,,0.576559868435008,0.15,,0.34134012589495
0.209735675362833,0.15,,0.814437146558842,0.15,,0.608793046567158,0.15,,0.469376937628954
0.118323793230856,0.15,,0.681086409995561,0.15,,0.58834059128956,0.15,,0.34750729073555
0.408204506472179,0.15,,0.879005259047476,0.15,,0.769337344151794,0.15,,0.733633298732705
0.0971517059533321,0.15,,0.909955061315323,0.15,,0.771815148882698,0.15,,0.668001091354741
0.192138449346664,0.15,,0.843625667315152,0.15,,0.639180699954326,0.15,,0.452154329812965
0.380481316300987,0.15,,0.983804921519146,0.15,,0.621815961841434,0.15,,0.406298841937089
0.104040264779906,0.15,,0.916510204976469,0.15,,0.697545009744991,0.15,,0.502214818767791
0.460724826429329,0.15,,0.620176500255859,0.15,,0.651493056115686,0.15,,0.359943232586286
0.369137686822866,0.15,,0.776922350023611,0.15,,0.450042495341924,,0.15,0.280636008520342
0.469822204013818,0.15,,0.900469861492362,0.15,,0.615199891680235,0.15,,0.40704881793568
0.32245822164477,0.15,,0.438264191525896,0.15,,0.561315831167918,,0.15,0.15093440396576
0.371220738382665,0.15,,0.865053725177572,0.15,,0.561493602732646,,0.15,0.146316091170814
0.208191339314756,0.15,,0.884601615072273,0.15,,0.777220075464321,0.15,,0.668635176284593
0.346307641216402,0.15,,0.493051925848309,0.15,,0.666644863860472,0.15,,0.39816027979045
0.445455931841377,0.15,,0.796438090985795,0.15,,0.621804508949984,0.15,,0.505244942152659
0.118176985131384,0.15,,0.72990834275312,0.15,,0.546997651527345,,0.15,0.109135807294931
0.625635658011036,0.15,,0.874704286218049,0.15,,0.627116704380554,0.15,,0.370760112694492
0.559626524674405,0.15,,0.835848975344004,0.15,,0.569618374130304,0.15,,0.375070399750397
0.530182142072662,0.15,,0.690411528351307,0.15,,0.563601244069324,,0.15,0.125347128895821
0.480219540716716,0.15,,0.800112654955508,0.15,,0.646379548206857,0.15,,0.533471670790861
0.0392202653580362,0.15,,0.97172001481546,0.15,,0.641284736879893,0.15,,0.475256828445176
0.277453403347323,0.15,,0.714363273056918,0.15,,0.769125666940738,0.15,,0.618304318351765
0.061619160556914,0.15,,0.982129653244306,0.15,,0.680797475416192,0.15,,0.415099941622867
0.164292796356536,0.15,,0.293959925260719,0.15,,0.632473156619012,0.15,,0.463165886568113
0.445249124420421,0.15,,0.616514061251915,0.15,,0.691000567149226,0.15,,0.495174896712116
0.415941897135042,0.15,,0.955006064025398,0.15,,0.775765983054412,0.15,,0.599052784441222
0.0785559256475801,0.15,,0.735441720047908,0.15,,0.681604141928347,0.15,,0.541173565945078
0.0250547753380361,0.15,,0.734338577042718,0.15,,0.730047383808498,0.15,,0.648579269997028
0.364480359383008,0.15,,0.732326170264651,0.15,,0.570607190574987,,0.15,0.132823168893925
0.322110057289897,0.15,,0.549600557087413,0.15,,0.636108376974515,0.15,,0.373365884751212
0.269775865615228,0.15,,0.951516691925162,0.15,,0.60590484036145,0.15,,0.380415730853877
0.00141777620986794,0.15,,0.359960147100855,0.15,,0.634209307008735,0.15,,0.38832647909519
0.24571503856337,0.15,,0.824623950698019,0.15,,0.621718260204297,0.15,,0.456427421065777
