"D1","!clusters!1!12","!clusters!2!12","D2","!clusters!1!23","!clusters!2!23","D3","!clusters!1!34","!clusters!2!34","D4"
0.158825457150978,1,,0.380494630208244,1,,0.626548337693092,1,,0.431082812775569
0.40106708078525,1,,0.564776956226133,1,,0.592880275836615,1,,0.448365679778431
0.273468870977129,1,,0.645185479456725,1,,0.642473470731796,1,,0.474520985470328
0.276335240396726,1,,0.650811640694492,1,,0.570956370320954,,1,0.124013411387808
0.80460592846926,1,,0.922816603877327,1,,0.692415496232159,1,,0.513481339508026
0.284321475236895,1,,0.872763849559043,1,,0.639178033276532,,1,0.0401160765016977
0.626217413555871,1,,0.921834373776268,1,,0.665474347595933,1,,0.509592895139378
0.230302808295657,1,,0.702617113676088,1,,0.745859066516586,1,,0.434258316996292
0.266669665901585,1,,0.400777201750376,1,,0.806253676314164,1,,0.727884649555255
0.458987599517519,1,,0.883038055156431,1,,0.607905880064796,,1,0.039129071739112
0.228936769645982,1,,0.411794658023375,1,,0.689210104807025,1,,0.537695919334419
0.630028336432548,1,,0.834013901847253,1,,0.624972888402316,1,,0.38607083291932
0.223340351480381,1,,0.623897168186921,1,,0.559326688042507,1,,0.345122928555677
0.19238271709845,1,,0.53761638084013,1,,0.510914509890842,,1,0.163346000068631
0.235682654307768,1,,0.886724577250766,1,,0.670518456530061,1,,0.473800649799041
0.14000128100997,1,,0.680838160914791,1,,0.628635341229054,1,,0.440488240813701
0.147768406148197,1,,0.556259837823429,1,,0.65214863330493,1,,0.430363752787012
0.426238780824493,1,,0.636122155042075,1,,0.619145902208895,1,,0.341219506709947
0.103885247905126,1,,0.776099550947511,1,,0.59553996723483,1,,0.400400481387075
0.0872731014558704,1,,0.545863829721096,1,,0.632080013816374,1,,0.417910673592917
0.309030651723064,1,,0.873670999367332,1,,0.634818794499662,1,,0.354632659800559
0.351499650050063,1,,0.473701794967991,1,,0.576559868435008,1,,0.34134012589495
0.209735675362833,1,,0.814437146558842,1,,0.608793046567158,1,,0.469376937628954
0.118323793230856,1,,0.681086409995561,1,,0.58834059128956,1,,0.34750729073555
0.408204506472179,1,,0.879005259047476,1,,0.769337344151794,1,,0.733633298732705
0.0971517059533321,1,,0.909955061315323,1,,0.771815148882698,1,,0.668001091354741
0.192138449346664,1,,0.843625667315152,1,,0.639180699954326,1,,0.452154329812965
0.380481316300987,1,,0.983804921519146,1,,0.621815961841434,1,,0.406298841937089
0.104040264779906,1,,0.916510204976469,1,,0.697545009744991,1,,0.502214818767791
0.460724826429329,1,,0.620176500255859,1,,0.651493056115686,1,,0.359943232586286
0.369137686822866,1,,0.776922350023611,0.420417757667261,,0.450042495341924,,1,0.280636008520342
0.469822204013818,1,,0.900469861492362,1,,0.615199891680235,1,,0.40704881793568
0.32245822164477,1,,0.438264191525896,1,,0.561315831167918,,1,0.15093440396576
0.371220738382665,1,,0.865053725177572,1,,0.561493602732646,,1,0.146316091170814
0.208191339314756,1,,0.884601615072273,1,,0.777220075464321,1,,0.668635176284593
0.346307641216402,1,,0.493051925848309,1,,0.666644863860472,1,,0.39816027979045
0.445455931841377,1,,0.796438090985795,1,,0.621804508949984,1,,0.505244942152659
0.118176985131384,1,,0.72990834275312,1,,0.546997651527345,,1,0.109135807294931
0.625635658011036,1,,0.874704286218049,1,,0.627116704380554,1,,0.370760112694492
