"D1","!clusters!1!12","!clusters!2!12","D2","!clusters!1!23","!clusters!2!23","D3","!clusters!1!34","!clusters!2!34","D4"
0.642739611786667,0.15,,0.854334177469199,0.15,,0.731417626372864,0.15,,0.554348743775009
0.158825457150978,0.15,,0.698864714631121,0.15,,0.636683574953328,0.15,,0.477615267378687
0.390782102834335,0.15,,0.677185909977556,0.15,,0.629738093947903,0.15,,0.41819930408838
0.45821565124026,0.15,,0.799989843703834,0.15,,0.622080795185232,0.15,,0.444081953575163
0.40106708078525,0.15,,0.847225414137277,0.15,,0.699646979450764,0.15,,0.61634016502088
0.273468870977129,0.15,,0.695780490153297,0.15,,0.536414690867487,0.15,,0.301621887267635
0.677880499359735,0.15,,0.804676045522158,0.15,,0.704024911821853,0.15,,0.480463591512388
0.276335240396726,0.15,,0.900181991131209,0.15,,0.559841806821376,0.15,,0.353143193177078
0.626217413555871,0.15,,0.786226833667238,0.15,,0.712410311669959,0.15,,0.529164584155959
0.230302808295657,0.15,,0.508389567018609,0.15,,0.637551659791785,0.15,,0.405130628346579
0.266669665901585,0.15,,0.511771239169494,0.15,,0.769308327850904,0.15,,0.672494957423073
0.458987599517519,0.15,,0.831067668913591,0.15,,0.559944571976428,0.15,,0.348626455356395
0.228936769645982,0.15,,0.611143675524939,0.15,,0.615310690204027,0.15,,0.417673830517399
0.223340351480381,0.15,,0.826802027507942,0.15,,0.665069280835047,0.15,,0.481123154646022
0.257020661060095,0.15,,0.985801302637908,0.15,,0.670305170777031,0.15,,0.539934408277243
0.60366867479315,0.15,,0.892466585771344,0.15,,0.550297547196624,0.15,,0.349839746257328
0.19238271709845,0.15,,0.763518169022632,0.15,,0.64393757417126,0.15,,0.449447282399435
0.235682654307768,0.15,,0.446767533147,0.15,,0.541629016021221,0.15,,0.318885114151846
0.415024338707818,0.15,,0.716111110098302,0.15,,0.688016442221279,0.15,,0.601287420352704
0.14000128100997,0.15,,0.748093472839464,0.15,,0.614187170192625,0.15,,0.405089590481996
0.476209334307205,0.15,,0.61205852474194,0.15,,0.675486333449603,0.15,,0.514755434059628
0.558775880492481,0.15,,0.786647734670598,0.15,,0.727649149376941,0.15,,0.559875213567645
0.147768406148197,0.15,,0.791968175896131,0.15,,0.662504604924558,0.15,,0.390115299484299
0.426238780824493,0.15,,0.628628983470391,0.15,,0.706692558595825,0.15,,0.5871768884272
0.103885247905126,0.15,,0.810683315113237,0.15,,0.643376083862712,0.15,,0.469855292535753
0.0872731014558704,0.15,,0.879417782511465,0.15,,0.652502353202453,0.15,,0.390968923612622
0.351499650050063,0.15,,0.710432329058019,0.15,,0.689232377592796,0.15,,0.538995288211181
0.209735675362833,0.15,,0.541764042412422,0.15,,0.652197575386566,0.15,,0.451529378626585
0.489540808924879,0.15,,0.707524811607965,0.15,,0.627343743108547,0.15,,0.387321524122893
0.118323793230856,0.15,,0.667714105983653,0.15,,0.579082259234778,0.15,,0.3315065843982
0.0971517059533321,0.15,,0.248295154950252,0.15,,0.720011663553568,0.15,,0.616328247593034
0.192138449346664,0.15,,0.768755398316541,0.15,,0.788183728220568,0.15,,0.705293956573811
0.104040264779906,0.15,,0.477851931537838,0.15,,0.717110463273705,0.15,,0.615769210545992
0.460724826429329,0.15,,0.712570341569247,0.15,,0.722981770456609,0.15,,0.586042873647919
0.322440161649901,0.15,,0.577296762115838,0.15,,0.606688031388959,0.15,,0.385323290728244
0.369137686822866,0.15,,0.698902968257304,0.15,,0.657807339048265,0.15,,0.535748832984075
0.469822204013818,0.15,,0.905202167281663,0.15,,0.657326446851938,0.15,,0.508681889446061
0.32245822164477,0.15,,0.871419757631305,0.15,,0.691895454546042,0.15,,0.623760963617879
0.371220738382665,0.15,,0.828970236969009,0.15,,0.627928787126865,0.15,,0.433568715639159
0.208191339314756,0.15,,0.768450461797609,0.15,,0.59400591099283,0.15,,0.340795662015144
0.346307641216402,0.15,,0.521666022691465,0.15,,0.640242961575173,0.15,,0.466390806835573
0.445455931841377,0.15,,0.614238963727352,0.15,,0.84703792563283,0.15,,0.672327144432272
0.649934206823169,0.15,,0.817244883144731,0.15,,0.62569746779768,0.15,,0.410375674171933
0.383962029938019,0.15,,0.594873020526655,0.15,,0.719060827612527,0.15,,0.583170912825358
0.530182142072662,0.15,,0.7283761751848,0.15,,0.532181722603005,0.15,,0.293550698772473
0.480219540716716,0.15,,0.817504669280883,0.15,,0.857772171969557,0.15,,0.787520989598095
0.0392202653580362,0.15,,0.921148540033308,0.15,,0.547345517683671,0.15,,0.334288863820796
0.277453403347323,0.15,,0.978402498232544,0.15,,0.659835721461744,0.15,,0.486347286840888
0.455879540499886,0.15,,0.841712607330405,0.15,,0.653106367277808,0.15,,0.536391839056448
0.061619160556914,0.15,,0.836505710652821,0.15,,0.63736999339997,0.15,,0.425741950859626
0.164292796356536,0.15,,0.75996065130729,0.15,,0.534968977445811,0.15,,0.294448350478384
0.445249124420421,0.15,,0.708533835955771,0.15,,0.580904109232333,0.15,,0.37183929538243
0.0785559256475801,0.15,,0.934731201822619,0.15,,0.727686085564267,0.15,,0.629765890073092
0.0250547753380361,0.15,,0.882906596632076,0.15,,0.661145783986555,0.15,,0.520244540780011
0.364480359383008,0.15,,0.622564123287225,0.15,,0.646700727463933,0.15,,0.430066756995351
0.269775865615228,0.15,,0.959428577596144,0.15,,0.67223954286754,0.15,,0.548543922823619
0.00141777620986794,0.15,,0.711554456820934,0.15,,0.662327064895309,0.15,,0.470910332852445
0.452999224510097,0.15,,0.685556661180811,0.15,,0.661633403546724,0.15,,0.438953246858371
0.24571503856337,0.15,,0.719184767674925,0.15,,0.704684698264446,0.15,,0.520236820583762
0.25431082341702,0.15,,0.541589708973436,0.15,,0.693177973028987,0.15,,0.561872825091529
0.505443277627062,0.15,,0.894172751760879,0.15,,0.741146949906548,0.15,,0.57191999989937
0.180956519236331,0.15,,0.761349589314861,0.15,,0.64419832336324,0.15,,0.455641830634869
0.462587140181576,0.15,,0.758081179594278,0.15,,0.674453177557464,0.15,,0.568757244141468
0.0223027801380253,0.15,,0.63954602800362,0.15,,0.498659059192584,,0.15,0.0938999656433198
0.0848018532805395,0.15,,0.843034079281107,0.15,,0.743694516834992,0.15,,0.629446872785076
0.0170653297865575,0.15,,0.876447949421838,0.15,,0.712627826146618,0.15,,0.471830863239936
0.31999563831029,0.15,,0.751224900998508,0.15,,0.635795500678261,0.15,,0.455659805587723
0.463301084912297,0.15,,0.838025845027913,0.15,,0.782552834844942,0.15,,0.670438279653514
0.561187771791931,0.15,,0.748179438899721,0.15,,0.633117388083823,0.15,,0.406501329893188
0.049197838290038,0.15,,0.855336805402744,0.15,,0.674642498597378,0.15,,0.452159946712264
0.133306647810546,0.15,,0.668981020110481,0.15,,0.546728588569116,0.15,,0.332907900029821
0.326378453114017,0.15,,0.583744538286344,0.15,,0.664887077613582,0.15,,0.517365299592163
0.194436029532786,0.15,,0.843351940621734,0.15,,0.595778403451873,0.15,,0.421774717468557
0.269412457011257,0.15,,0.763734020429482,0.15,,0.605973294129578,0.15,,0.397331719390111
0.347048258625374,0.15,,0.666376245584469,0.15,,0.783090866048925,0.15,,0.787268453202009
0.329790239499252,0.15,,0.727893515456476,0.15,,0.73235195786244,0.15,,0.651929182498012
0.293726862283149,0.15,,0.447499328178766,0.15,,0.601673166359919,0.15,,0.324175900558573
0.327018181985508,0.15,,0.921969950329012,0.15,,0.716990487292068,0.15,,0.627842426425741
0.178641191038333,0.15,,0.623195610215254,0.15,,0.721114044898445,0.15,,0.475495226445633
0.173945717328024,0.15,,0.733291248159094,0.15,,0.691916967580984,0.15,,0.613225086895934
0.204416568281546,0.15,,0.936331592420101,0.15,,0.650848140288841,0.15,,0.43774338993249
0.17183743553055,0.15,,0.638137357951464,0.15,,0.668945797527829,0.15,,0.530599059503906
0.334314054639652,0.15,,0.751992101892488,0.15,,0.71026775790848,0.15,,0.638336661786249
0.331175596549252,0.15,,0.729139721768552,0.15,,0.623399345960413,0.15,,0.430534404993181
0.0508402162789907,0.15,,0.748016548360232,0.15,,0.759033733008516,0.15,,0.68766177776703
0.299544346423823,0.15,,0.896654027373111,0.15,,0.641710242844077,0.15,,0.358784775914543
0.192935279643546,0.15,,0.884960172427721,0.15,,0.729509283739976,0.15,,0.578034578379026
0.146582098387626,0.15,,0.971673007862085,0.15,,0.66884623314579,0.15,,0.582836950868876
0.176780661611631,0.15,,0.404830380520243,0.15,,0.603936049574695,0.15,,0.382522901692289
0.300015721016338,0.15,,0.794245275469016,0.15,,0.645570731051337,0.15,,0.375224977746369
0.0257215578985446,0.15,,0.80581414122617,0.15,,0.68814647879661,0.15,,0.449515621473023
0.270670109937456,0.15,,0.639745162983165,0.15,,0.609918610328392,0.15,,0.4598866782771
0.182567604858425,0.15,,0.758911764074246,0.15,,0.608182041348946,0.15,,0.400710787560698
0.286882628765251,0.15,,0.551163796096618,0.15,,0.691448718982594,0.15,,0.52100556431954
0.278473175440728,0.15,,0.614103249129308,0.15,,0.691365898233828,0.15,,0.598911462527628
0.0780802455233921,0.15,,0.520767721175483,0.15,,0.726477759267263,0.15,,0.593455819426737
0.188828998778815,0.15,,0.77197728682437,0.15,,0.688228368940362,0.15,,0.538768934486185
0.29263878022794,0.15,,0.545631810938919,0.15,,0.714648468815422,0.15,,0.620337196519179
0.196532787735519,0.15,,0.930041851728114,0.15,,0.614547501816127,0.15,,0.426340734594007
0.179751789586505,0.15,,0.913940331126171,0.15,,0.766486137755957,0.15,,0.76503608788106
0.191707741849818,0.15,,0.641614290602793,0.15,,0.696123605943893,0.15,,0.474902484529662
0.035907896707273,0.15,,0.884303990883471,0.15,,0.631658859828841,0.15,,0.418808417085794
0.289825381212196,0.15,,0.45187683712752,0.15,,0.618062014160312,0.15,,0.447256071079593
0.23158857465648,0.15,,0.407653116925565,0.15,,0.553960765772619,0.15,,0.343490293988646
0.183038668831937,0.15,,0.731818679180244,0.15,,0.704654723083741,0.15,,0.547690245521205
0.166626917512391,0.15,,0.934791316107114,0.15,,0.541042716826071,0.15,,0.303705183427294
0.621918811396147,0.15,,0.774790538893167,0.15,,0.746092163458148,0.15,,0.463015403151322
0.032054403962331,0.15,,0.39896629989827,0.15,,0.630650991935746,0.15,,0.464322831031543
0.340801720616846,0.15,,0.799586434500388,0.15,,0.677257590182524,0.15,,0.554920302750707
0.209315396093013,0.15,,0.711189146505906,0.15,,0.583722158034557,0.15,,0.351083410606783
0.658105481932747,0.15,,0.888130709497768,0.15,,0.70818317617943,0.15,,0.603629701168837
0.0518268722226268,0.15,,0.593578906364401,0.15,,0.749713138391086,0.15,,0.627091457663176
0.413662574395071,0.15,,0.812587319820523,0.15,,0.633759513723096,0.15,,0.478363053701135
0.321224514669622,0.15,,0.995701870649482,0.15,,0.746658639187491,0.15,,0.531287545813773
0.242555465263433,0.15,,0.886653217175356,0.15,,0.687107351226325,0.15,,0.469968654086853
0.509154767115153,0.15,,0.96283093677549,0.15,,0.68354726479706,0.15,,0.566217237808093
0.722364730328343,0.15,,0.831042771265932,0.15,,0.692542010314817,0.15,,0.421406933402547
0.262306002778563,0.15,,0.68805844458671,0.15,,0.600307195959567,0.15,,0.338023778927657
0.420798465953692,0.15,,0.55706744054008,0.15,,0.624433613748788,0.15,,0.485834609052816
0.298411093394653,0.15,,0.512950841590895,0.15,,0.546770339795158,0.15,,0.3115198724306
0.337863973215606,0.15,,0.786294739102401,0.15,,0.540760699868203,0.15,,0.310971361319215
0.153972757412549,0.15,,0.784161585551103,0.15,,0.663015141812617,0.15,,0.504307222712395
0.392201683157561,0.15,,0.595534004116045,0.15,,0.557399901416621,0.15,,0.332317874074113
0.373663584929879,0.15,,0.930922755176571,0.15,,0.638864949553616,0.15,,0.509540548463317
0.230185156664356,0.15,,0.891691648083802,0.15,,0.5339802818666,,0.15,0.0366430238559462
0.475187204610009,0.15,,0.762187036975983,0.15,,0.731252767114903,0.15,,0.538487967010566
0.0909233517996462,0.15,,0.845781042283491,0.15,,0.684500462076142,0.15,,0.56018578794894
0.351239645146908,0.15,,0.872670716916706,0.15,,0.588200286060729,0.15,,0.437849001080437
0.213728005506778,0.15,,0.772966169998987,0.15,,0.676685624924612,0.15,,0.610275785582825
0.0602073889049092,0.15,,0.800356852127439,0.15,,0.710310451018463,0.15,,0.680629083864216
0.400943726178928,0.15,,0.56382766413182,0.15,,0.534960519826834,0.15,,0.313027699089358
0.446621884179824,0.15,,0.591366760244471,0.15,,0.637270797798298,0.15,,0.433547632732574
0.332205357150596,0.15,,0.492464644855686,0.15,,0.641977399083097,0.15,,0.511217239197136
0.383444299358393,0.15,,0.828606939030561,0.15,,0.678657400892444,0.15,,0.446204962494134
0.592831281839699,0.15,,0.896782769156939,0.15,,0.599073745881575,0.15,,0.424554043374083
0.0122861085932236,0.15,,0.839979201640409,0.15,,0.697275661034094,0.15,,0.532310031669638
0.12354465130997,0.15,,0.537395372746934,0.15,,0.631259410159529,0.15,,0.441290549076542
0.0364860544807021,0.15,,0.585401845898764,0.15,,0.60948425574977,0.15,,0.425201884085901
0.138564069214377,0.15,,0.529878419571494,0.15,,0.554680415675436,0.15,,0.327249614548998
0.326943686221387,0.15,,0.59613457927703,0.15,,0.477956937297927,,0.15,0.162106773055511
0.278972974873605,0.15,,0.655924041557587,0.15,,0.617303043286343,0.15,,0.427903500235589
0.423904910401148,0.15,,0.866314790889729,0.15,,0.774949986359569,0.15,,0.718559355713062
